id,id_categoria,id_estado,id_depto,id_custodio,id_proveedor,nombre,marca,modelo,serial,familia,subfam,ubicacion,area,fecha_ingreso,costo_adquis,valor_actual,descripcion,observaciones,foto_url,factura_url,borrado,fecha_baja,fecha_crea,fecha_act,id_seccion,id_familia,id_subfamilia
ACT-1805,CAT-0002,1,ORG-0013,null,PROV-001,Abre Latas,Press,,0,null,null,Area De Servicios,,5/6/2026,0,0, , ,https://vwwriqkjcramhhkyrarz.supabase.co/storage/v1/object/public/assets/photos/1779066427576-np1vs5pptd.png,https://vwwriqkjcramhhkyrarz.supabase.co/storage/v1/object/public/assets/invoices/1779066428569-f7qgub0d0a.pdf,false,null,2026-05-06 15:47:20.5+00,2026-05-18 01:07:08.872581+00,CAT-0027,CAT-905700,CAT-055187
ACT-001,CAT-0014,1,ORG-0028,null,PROV-003,Nombre Del Activo,Sansung,,SERIAL Y MODELO,null,null,Lobby,,5/6/2026,100,100,Descripcion del Activo,Custodio Obs,null,null,false,null,2026-05-06 14:48:27.963+00,2026-05-06 15:36:42.2+00,null,null,null
ACT-002,CAT-0015,2,ORG-0001,null,PROV-001,Cafetera + Taza,Premium,PCM512B,NO POSEE,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:37:52.42+00,2026-05-06 15:37:52.42+00,CAT-0056,null,null
ACT-003,CAT-0023,1,ORG-0001,null,PROV-001,Lavaplatos,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:37:52.5+00,2026-05-06 15:37:52.5+00,null,null,null
ACT-004,CAT-0019,1,ORG-0001,null,PROV-001,Llave Lavaplatos,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:37:52.56+00,2026-05-06 15:37:52.56+00,CAT-0071,null,null
ACT-005,CAT-0002,1,ORG-0001,null,PROV-001,Filtro De Desague,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:37:52.62+00,2026-05-06 15:37:52.62+00,CAT-0027,null,null
ACT-006,CAT-0002,1,ORG-0001,null,PROV-001,Papelera Blanca,Manaplas,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:37:52.68+00,2026-05-06 15:37:52.68+00,CAT-0027,null,null
ACT-007,CAT-0025,1,ORG-0001,null,PROV-001,Cuchillo De Mesa,Walco,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:37:52.74+00,2026-05-06 15:37:52.74+00,null,null,null
ACT-008,CAT-0025,1,ORG-0001,null,PROV-001,Cuchara Sopera,Walco,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:37:52.797+00,2026-05-06 15:37:52.797+00,null,null,null
ACT-009,CAT-0025,1,ORG-0001,null,PROV-001,Cuchara Postre,Walco,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:37:52.85+00,2026-05-06 15:37:52.85+00,null,null,null
ACT-010,CAT-0025,1,ORG-0001,null,PROV-001,Tenedor De Mesa,Walco,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:37:52.92+00,2026-05-06 15:37:52.92+00,null,null,null
ACT-011,CAT-0025,1,ORG-0001,null,PROV-001,Cucharon De Pasta,Smart Cook,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:47.54+00,2026-05-06 15:44:47.54+00,null,null,null
ACT-012,CAT-0025,1,ORG-0001,null,PROV-001,Cucharon De Sopa,Smart Cook,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:47.617+00,2026-05-06 15:44:47.617+00,null,null,null
ACT-013,CAT-0025,1,ORG-0001,null,PROV-001,Cucharon De Freir,Smart Cook,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:47.667+00,2026-05-06 15:44:47.667+00,null,null,null
ACT-014,CAT-0025,1,ORG-0001,null,PROV-001,Cucharon De Servir,Smart Cook,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:47.72+00,2026-05-06 15:44:47.72+00,null,null,null
ACT-015,CAT-0025,1,ORG-0001,null,PROV-001,Cuchillo De Cocina,Excelent Tools,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:47.78+00,2026-05-06 15:44:47.78+00,null,null,null
ACT-016,CAT-0025,1,ORG-0001,null,PROV-001,Rack De Utensilios,Manaplas,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:47.84+00,2026-05-06 15:44:47.84+00,null,null,null
ACT-017,CAT-0025,2,ORG-0001,null,PROV-001,Tabla Para Picar De Madera,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:47.91+00,2026-05-06 15:44:47.91+00,null,null,null
ACT-018,CAT-0025,1,ORG-0001,null,PROV-001,Plato Hondo,Corona,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:47.967+00,2026-05-06 15:44:47.967+00,null,null,null
ACT-019,CAT-0025,1,ORG-0001,null,PROV-001,Plato Pando,Corona,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.023+00,2026-05-06 15:44:48.023+00,null,null,null
ACT-020,CAT-0025,1,ORG-0001,null,PROV-001,Juego De Ollas 10 Pc,Salcar,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.087+00,2026-05-06 15:44:48.087+00,null,null,null
ACT-021,CAT-0015,1,ORG-0001,null,PROV-001,Cocina Electrica 2 Puestos 220v,Challenger,P106,070221-00655,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.15+00,2026-05-06 15:44:48.15+00,null,null,null
ACT-022,CAT-0015,2,ORG-0001,null,PROV-001,Cafetera + Taza (Oster),Samurai,CM306,1141,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.217+00,2026-05-06 15:44:48.217+00,CAT-0056,null,null
ACT-023,CAT-0002,1,ORG-0001,null,PROV-001,Filtro De Desague,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.273+00,2026-05-06 15:44:48.273+00,CAT-0027,null,null
ACT-024,CAT-0025,1,ORG-0001,null,PROV-001,Lavaplatos,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.337+00,2026-05-06 15:44:48.337+00,null,null,null
ACT-025,CAT-0019,1,ORG-0001,null,PROV-001,Llave Lavaplatos,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.397+00,2026-05-06 15:44:48.397+00,CAT-0071,null,null
ACT-026,CAT-0002,1,ORG-0001,null,PROV-001,Papelera Blanca,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.457+00,2026-05-06 15:44:48.457+00,CAT-0027,null,null
ACT-027,CAT-0025,1,ORG-0001,null,PROV-001,Cuchillo De Mesa,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.507+00,2026-05-06 15:44:48.507+00,null,null,null
ACT-028,CAT-0025,1,ORG-0001,null,PROV-001,Cuchara Sopera,Walco,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.563+00,2026-05-06 15:44:48.563+00,null,null,null
ACT-029,CAT-0025,1,ORG-0001,null,PROV-001,Cuchara Postre,Walco,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.617+00,2026-05-06 15:44:48.617+00,null,null,null
ACT-030,CAT-0025,1,ORG-0001,null,PROV-001,Tenedor De Mesa,Brinox,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.683+00,2026-05-06 15:44:48.683+00,null,null,null
ACT-031,CAT-0019,1,ORG-0001,null,PROV-001,Llave Lavaplatos,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.743+00,2026-05-06 15:44:48.743+00,CAT-0071,null,null
ACT-032,CAT-0025,1,ORG-0001,null,PROV-001,Cucharon De Sopa,Smart Cook,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.807+00,2026-05-06 15:44:48.807+00,null,null,null
ACT-033,CAT-0025,1,ORG-0001,null,PROV-001,Cucharon De Freir,Smart Cook,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.883+00,2026-05-06 15:44:48.883+00,null,null,null
ACT-034,CAT-0025,1,ORG-0001,null,PROV-001,Espatula De Cocina,Smart Cook,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:48.943+00,2026-05-06 15:44:48.943+00,null,null,null
ACT-035,CAT-0025,1,ORG-0001,null,PROV-001,Cuchillo De Cocina,Excelent Tools,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49+00,2026-05-06 15:44:49+00,null,null,null
ACT-036,CAT-0025,1,ORG-0001,null,PROV-001,Rack De Utensilios,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.06+00,2026-05-06 15:44:49.06+00,null,null,null
ACT-037,CAT-0025,1,ORG-0001,null,PROV-001,Tabla Para Picar De Madera,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.113+00,2026-05-06 15:44:49.113+00,null,null,null
ACT-038,CAT-0025,1,ORG-0001,null,PROV-001,Plato Hondo,Corona,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.177+00,2026-05-06 15:44:49.177+00,null,null,null
ACT-039,CAT-0025,1,ORG-0001,null,PROV-001,Plato Pando,Corona,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.223+00,2026-05-06 15:44:49.223+00,null,null,null
ACT-040,CAT-0025,1,ORG-0001,null,PROV-001,Juego De Ollas 10 Pc,Salcar,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.29+00,2026-05-06 15:44:49.29+00,null,null,null
ACT-041,CAT-0015,1,ORG-0001,null,PROV-001,Cocina Electrica 2 Puestos 220v,Challenger,P106,070221-00658,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.347+00,2026-05-06 15:44:49.347+00,null,null,null
ACT-042,CAT-0025,1,ORG-0001,null,PROV-001,Colador Plastico ,Manaplas,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.437+00,2026-05-06 15:44:49.437+00,null,null,null
ACT-043,CAT-0025,1,ORG-0001,null,PROV-001,Sarten 24cm,Salcar,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.487+00,2026-05-06 15:44:49.487+00,null,null,null
ACT-044,CAT-0025,1,ORG-0001,null,PROV-001,Copa Para Vino Chardonay,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.537+00,2026-05-06 15:44:49.537+00,null,null,null
ACT-045,CAT-0025,1,ORG-0001,null,PROV-001,Vaso De Vidrio 240 Ml,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.593+00,2026-05-06 15:44:49.593+00,null,null,null
ACT-046,CAT-0009,1,ORG-0001,null,PROV-001,Bodegon De Frutas,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.643+00,2026-05-06 15:44:49.643+00,null,null,null
ACT-047,CAT-0009,1,ORG-0001,null,PROV-001,Pajarera,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.7+00,2026-05-06 15:44:49.7+00,null,null,null
ACT-048,CAT-0009,1,ORG-0001,null,PROV-001,Juego Envases Artesanal,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.76+00,2026-05-06 15:44:49.76+00,null,null,null
ACT-049,CAT-0025,1,ORG-0001,null,PROV-001,Hielera Acrilica,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.817+00,2026-05-06 15:44:49.817+00,null,null,null
ACT-050,CAT-0025,1,ORG-0001,null,PROV-001,Saca Corcho,Swing A Way,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.89+00,2026-05-06 15:44:49.89+00,null,null,null
ACT-051,CAT-0025,1,ORG-0001,null,PROV-001,Pinza Coctelera,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:49.95+00,2026-05-06 15:44:49.95+00,null,null,null
ACT-052,CAT-0009,1,ORG-0001,null,PROV-001,Cuadro Bodegon,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.013+00,2026-05-06 15:44:50.013+00,null,null,null
ACT-053,CAT-0022,1,ORG-0001,null,PROV-001,Lampara Colgante,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.067+00,2026-05-06 15:44:50.067+00,null,null,null
ACT-054,CAT-0009,1,ORG-0001,null,PROV-001,Repisa Pared Virgen ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.127+00,2026-05-06 15:44:50.127+00,null,null,null
ACT-055,CAT-0015,1,ORG-0001,null,PROV-001,"Nevera 28"" 14 Pies  Cúbicos ",Frigidaire,FFHT1425V V,1K12973975,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.183+00,2026-05-06 15:44:50.183+00,CAT-0058,null,null
ACT-056,CAT-0023,1,ORG-0001,null,PROV-001,Sillas De Barra (Madera),,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.247+00,2026-05-06 15:44:50.247+00,null,null,null
ACT-057,CAT-0023,1,ORG-0001,null,PROV-001,Siila Art Sidney Con Brazos Blanca,Casa Pika,940408B0,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.303+00,2026-05-06 15:44:50.303+00,null,null,null
ACT-058,CAT-0023,1,ORG-0001,null,PROV-001,Mesa Terraza,Muebles Externi,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.36+00,2026-05-06 15:44:50.36+00,null,null,null
ACT-059,CAT-0014,2,ORG-0001,null,PROV-001,Aire Acondicionado Central 4.0 Ton Hab 14,Frigidaire,ES4BX - 048KB,ESF160303345,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.427+00,2026-05-06 15:44:50.427+00,CAT-0043,null,null
ACT-060,CAT-0009,1,ORG-0001,null,PROV-001,Cesta,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.5+00,2026-05-06 15:44:50.5+00,null,null,null
ACT-061,CAT-0023,1,ORG-0001,null,PROV-001,Sofa ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.56+00,2026-05-06 15:44:50.56+00,null,null,null
ACT-062,CAT-0023,1,ORG-0001,null,PROV-001,Mesa Para Teléfono Redonda,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.61+00,2026-05-06 15:44:50.61+00,null,null,null
ACT-063,CAT-0015,1,ORG-0001,null,PROV-001,Telefono ,Panasonic,KX-TS500MXB,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.67+00,2026-05-06 15:44:50.67+00,null,null,null
ACT-064,CAT-0009,1,ORG-0001,null,PROV-001,Cuadro ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.73+00,2026-05-06 15:44:50.73+00,null,null,null
ACT-065,CAT-0009,1,ORG-0001,null,PROV-001,Cuadro ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.787+00,2026-05-06 15:44:50.787+00,null,null,null
ACT-066,CAT-0023,1,ORG-0001,null,PROV-001,Mesa De Centro,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.847+00,2026-05-06 15:44:50.847+00,null,null,null
ACT-067,CAT-0009,1,ORG-0001,null,PROV-001,Ensaladera,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.91+00,2026-05-06 15:44:50.91+00,null,null,null
ACT-068,CAT-0009,1,ORG-0001,null,PROV-001,Arreglo Plantas,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:50.973+00,2026-05-06 15:44:50.973+00,null,null,null
ACT-069,CAT-0022,1,ORG-0001,null,PROV-001,Lampara Colgante,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.03+00,2026-05-06 15:44:51.03+00,null,null,null
ACT-070,CAT-0009,1,ORG-0001,null,PROV-001,Adorno Artesanal Pared,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.107+00,2026-05-06 15:44:51.107+00,null,null,null
ACT-071,CAT-0009,1,ORG-0001,null,PROV-001,Adorno Artesanal Pared,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.157+00,2026-05-06 15:44:51.157+00,null,null,null
ACT-072,CAT-0009,1,ORG-0001,null,PROV-001,Adorno Artesanal Pared,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.22+00,2026-05-06 15:44:51.22+00,null,null,null
ACT-073,CAT-0009,1,ORG-0001,null,PROV-001,Adorno Artesanal Pared,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.287+00,2026-05-06 15:44:51.287+00,null,null,null
ACT-074,CAT-0009,1,ORG-0001,null,PROV-001,Adorno Artesanal Pared,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.35+00,2026-05-06 15:44:51.35+00,null,null,null
ACT-075,CAT-0022,1,ORG-0001,null,PROV-001,Lampara  ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.41+00,2026-05-06 15:44:51.41+00,null,null,null
ACT-076,CAT-0009,1,ORG-0001,null,PROV-001,Rosario Pared,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.483+00,2026-05-06 15:44:51.483+00,null,null,null
ACT-077,CAT-0009,1,ORG-0001,null,PROV-001,Cuadro ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.54+00,2026-05-06 15:44:51.54+00,null,null,null
ACT-078,CAT-0023,1,ORG-0001,null,PROV-001,Mesa De Noche,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.59+00,2026-05-06 15:44:51.59+00,null,null,null
ACT-079,CAT-0023,1,ORG-0001,null,PROV-001,Cama Box Individual 1.00x1.90mts,,,501106779,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.65+00,2026-05-06 15:44:51.65+00,null,null,null
ACT-080,CAT-0023,1,ORG-0001,null,PROV-001,Cama Box Individual 1.00x1.90mts,,,501106767,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.713+00,2026-05-06 15:44:51.713+00,null,null,null
ACT-081,CAT-0023,1,ORG-0001,null,PROV-001,Colchon 1.00 X 2.00mts,Simmons,,501282968,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.77+00,2026-05-06 15:44:51.77+00,null,null,null
ACT-082,CAT-0023,1,ORG-0001,null,PROV-001,Colchon 1.00 X 2.00mts,Simmons,,501282970,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.823+00,2026-05-06 15:44:51.823+00,null,null,null
ACT-083,CAT-0015,1,ORG-0001,null,PROV-001,Decodificador De Television Satelital Hd,Directv,Por identificar,T25XAQ253TR1EP,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.887+00,2026-05-06 15:44:51.887+00,CAT-0059,null,null
ACT-084,CAT-0015,1,ORG-0001,null,PROV-001,"Televisor 32"" ",Sony,KLV-32BX300,8190542,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:51.953+00,2026-05-06 15:44:51.953+00,null,null,null
ACT-085,CAT-0023,1,ORG-0001,null,PROV-001,Mueble Peinador ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.013+00,2026-05-06 15:44:52.013+00,null,null,null
ACT-086,CAT-0023,1,ORG-0001,null,PROV-001,Maletero Habitacion ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.07+00,2026-05-06 15:44:52.07+00,null,null,null
ACT-087,CAT-0023,1,ORG-0001,null,PROV-001,Espejo Pared,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.13+00,2026-05-06 15:44:52.13+00,null,null,null
ACT-088,CAT-0015,1,ORG-0001,null,PROV-001,Plancha Acero,Black+Decker,F54,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.193+00,2026-05-06 15:44:52.193+00,null,null,null
ACT-089,CAT-0023,1,ORG-0001,null,PROV-001,Mesa De Planchar,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.243+00,2026-05-06 15:44:52.243+00,null,null,null
ACT-090,CAT-0015,1,ORG-0001,null,PROV-001,Calentador Instantaneo De Agua Electrico,Start Jet,SJ602,20997,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.307+00,2026-05-06 15:44:52.307+00,CAT-0060,null,null
ACT-091,CAT-0009,1,ORG-0001,null,PROV-001,Cuadro,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.373+00,2026-05-06 15:44:52.373+00,null,null,null
ACT-092,CAT-0015,1,ORG-0001,null,PROV-001,"Televisor 32"" ",Sony,KLV-32BX300,8190987,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.427+00,2026-05-06 15:44:52.427+00,null,null,null
ACT-093,CAT-0015,1,ORG-0001,null,PROV-001,Decodificador De Television Satelital Hd,Directv,Por identificar,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.487+00,2026-05-06 15:44:52.487+00,CAT-0059,null,null
ACT-094,CAT-0009,1,ORG-0001,null,PROV-001,Cuadro ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.537+00,2026-05-06 15:44:52.537+00,null,null,null
ACT-095,CAT-0009,1,ORG-0001,null,PROV-001,Cuadro Relieve Virgen,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.67+00,2026-05-06 15:44:52.67+00,null,null,null
ACT-096,CAT-0009,1,ORG-0001,null,PROV-001,Cuadro Relieve Virgen,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.73+00,2026-05-06 15:44:52.73+00,null,null,null
ACT-097,CAT-0009,1,ORG-0001,null,PROV-001,Cuadro Relieve Virgen,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.797+00,2026-05-06 15:44:52.797+00,null,null,null
ACT-098,CAT-0009,1,ORG-0001,null,PROV-001,Cuadro Relieve Virgen,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.87+00,2026-05-06 15:44:52.87+00,null,null,null
ACT-099,CAT-0022,1,ORG-0001,null,PROV-001,Lampara Pared,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:52.947+00,2026-05-06 15:44:52.947+00,null,null,null
ACT-100,CAT-0022,1,ORG-0001,null,PROV-001,Lampara Mesa De Nose Empotrable,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:53.043+00,2026-05-06 15:44:53.043+00,null,null,null
ACT-1000,CAT-0018,1,ORG-0001,null,PROV-001,Llave Lavamanos Mono Mando,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:11.723+00,2026-05-06 15:46:11.723+00,CAT-0070,null,null
ACT-1001,CAT-0025,1,ORG-0001,null,PROV-001,Vaso Uso Dental Baño,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:11.83+00,2026-05-06 15:46:11.83+00,null,null,null
ACT-1002,CAT-0001,1,ORG-0001,null,PROV-001,Bandeja Porta Accesorios Baño,Eurochef,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:11.94+00,2026-05-06 15:46:11.94+00,null,null,null
ACT-1003,CAT-0023,1,ORG-0001,null,PROV-001,Sanitario (Taza De Poceta Para Fluxometro),Sanitarios Maracay,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.027+00,2026-05-06 15:46:12.027+00,null,null,null
ACT-1004,CAT-0018,1,ORG-0001,null,PROV-001,Fluxometro Para W.C,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.11+00,2026-05-06 15:46:12.11+00,CAT-0070,null,null
ACT-1005,CAT-0001,1,ORG-0001,null,PROV-001,Papelera Baño Blanca ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.2+00,2026-05-06 15:46:12.2+00,null,null,null
ACT-1006,CAT-0001,1,ORG-0001,null,PROV-001,Dispensador De Papel Higienico,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.283+00,2026-05-06 15:46:12.283+00,null,null,null
ACT-1007,CAT-0018,1,ORG-0001,null,PROV-001,Ducha De Bidet,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.383+00,2026-05-06 15:46:12.383+00,CAT-0070,null,null
ACT-1008,CAT-0001,1,ORG-0001,null,PROV-001,Tendedor De Toallas,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.467+00,2026-05-06 15:46:12.467+00,null,null,null
ACT-1009,CAT-0018,1,ORG-0001,null,PROV-001,Regadera Ducha,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.54+00,2026-05-06 15:46:12.54+00,CAT-0070,null,null
ACT-101,CAT-0023,1,ORG-0001,null,PROV-001,Maletero Habitacion ,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:44:53.11+00,2026-05-06 15:44:53.11+00,null,null,null
ACT-1010,CAT-0018,1,ORG-0001,null,PROV-001,Grupo Ducha Monomando Cromo Con Manilla,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.637+00,2026-05-06 15:46:12.637+00,CAT-0070,null,null
ACT-1011,CAT-0001,1,ORG-0001,null,PROV-001,Jabonera,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.743+00,2026-05-06 15:46:12.743+00,null,null,null
ACT-1012,CAT-0001,1,ORG-0001,null,PROV-001,Soporte De Baño Para Discapacitados,,,,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.823+00,2026-05-06 15:46:12.823+00,null,null,null
ACT-1013,CAT-0015,1,ORG-0001,null,PROV-001,Secador De Cabello ,Conair 1875,No posee,no posee,null,null, , ,5/6/2026,0,0, , ,null,null,false,null,2026-05-06 15:46:12.913+00,2026-05-06 15:46:12.913+00,CAT-0062,null,null
